Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
13/01/2020,2020,BMW M3,77278,2,Africa,Egypt,Wholesale
14/01/2020,2020,BMW X6,54520,2,South America,Chile,Wholesale
14/01/2020,2020,BMW M4,81747,3,Africa,Morocco,Dealership
14/01/2020,2020,BMW 1 Series,88396,2,Asia,South Korea,Dealership
,,,,,,,
14/01/2020,2020,BMW M3,89976,1,Europe,United Kingdom,Wholesale
15/01/2020,2020,BMW 3 Series,114270,3,Africa,Morocco,Wholesale
,,,,,,,
15/01/2020,2020,BMW iX,31785,5,Europe,Spain,Dealership
16/01/2020,2020,BMW M2,35217,5,Asia,Japan,Wholesale
16/01/2020,2020,BMW i3,42663,2,Africa,Egypt,Wholesale
17/01/2020,2020,BMW i3,49689,2,South America,Peru,Dealership
17/01/2020,2020,BMW X3,90510,5,Asia,Japan,Dealership
17/01/2020,2020,BMW iX3,118560,2,Asia,South Korea,Wholesale
17/01/2020,2020,BMW i8,79939,2,Europe,France,Dealership
18/01/2020,2020,BMW i8,100942,4,South America,Brazil,Wholesale
18/01/2020,2020,BMW iX3,71119,5,Asia,India,Wholesale
19/01/2020,2020,BMW M4,46722,5,North America,Mexico,Dealership
20/01/2020,2020,BMW Z4,57572,2,South America,Brazil,Wholesale
22/01/2020,2020,BMW M4,115977,1,North America,Canada,Dealership
22/01/2020,2020,BMW 2 Series,99907,4,Asia,India,Wholesale
,,,,,,,
22/01/2020,2020,BMW i4,36709,1,North America,Mexico,Wholesale
22/01/2020,2020,BMW 3 Series,72523,2,South America,Argentina,Wholesale
,,,,,,,
22/01/2020,2020,BMW M2,68662,5,Europe,United Kingdom,Dealership
23/01/2020,2020,BMW iX,73093,1,Africa,Egypt,Wholesale
23/01/2020,2020,BMW i3,38048,3,Europe,Spain,Wholesale
23/01/2020,2020,BMW M3,34236,1,Asia,South Korea,Wholesale
24/01/2020,2020,BMW 5 Series,118060,5,North America,Canada,Wholesale
24/01/2020,2020,BMW 5 Series,87300,2,South America,Argentina,Dealership
24/01/2020,2020,BMW M8,40605,1,Africa,South Africa,Dealership
25/01/2020,2020,BMW X4,88398,2,Africa,South Africa,Wholesale
25/01/2020,2020,BMW i8,107432,4,Africa,Nigeria,Wholesale
26/01/2020,2020,BMW 7 Series,53471,3,South America,Chile,Wholesale
26/01/2020,2020,BMW 8 Series,118706,5,Asia,South Korea,Wholesale
26/01/2020,2020,BMW X7,94994,5,South America,Argentina,Dealership
27/01/2020,2020,BMW X4,31783,2,North America,Canada,Dealership
27/01/2020,2020,BMW M2,114383,3,North America,Canada,Wholesale
27/01/2020,2020,BMW X3,119230,5,South America,Brazil,Wholesale
27/01/2020,2020,BMW M2,93565,1,Asia,South Korea,Wholesale
27/01/2020,2020,BMW iX,71284,5,Europe,Italy,Wholesale
27/01/2020,2020,BMW i4,93475,1,North America,United States,Wholesale
28/01/2020,2020,BMW X1,77182,5,Africa,Nigeria,Wholesale
28/01/2020,2020,BMW 6 Series,43594,1,Africa,Morocco,Wholesale
28/01/2020,2020,BMW 7 Series,100270,4,South America,Brazil,Dealership
28/01/2020,2020,BMW M2,62784,2,Asia,Thailand,Dealership
29/01/2020,2020,BMW 3 Series,66087,4,Africa,Kenya,Wholesale
,,,,,,,
29/01/2020,2020,BMW iX3,68588,1,Europe,United Kingdom,Wholesale
29/01/2020,2020,BMW 5 Series,52791,2,North America,Canada,Wholesale
29/01/2020,2020,BMW M4,116615,3,Asia,South Korea,Wholesale
30/01/2020,2020,BMW 4 Series,38933,1,Asia,Thailand,Wholesale
,,,,,,,
30/01/2020,2020,BMW iX3,84576,5,Africa,Egypt,Wholesale
30/01/2020,2020,BMW 4 Series,70327,5,South America,Peru,Dealership
,,,,,,,
31/01/2020,2020,BMW X4,103654,3,Europe,Spain,Wholesale
31/01/2020,2020,BMW X1,66843,4,South America,Brazil,Dealership
01/02/2020,2020,BMW X2,79060,1,Africa,Morocco,Wholesale
01/02/2020,2020,BMW 6 Series,104915,5,South America,Colombia,Dealership
01/02/2020,2020,BMW Z4,47673,2,Africa,Morocco,Dealership
02/02/2020,2020,BMW M8,32822,3,Europe,Spain,Dealership
02/02/2020,2020,BMW X2,113481,4,Asia,Japan,Wholesale
02/02/2020,2020,BMW M8,41573,4,South America,Argentina,Dealership
03/02/2020,2020,BMW 7 Series,106579,2,Africa,Nigeria,Wholesale
03/02/2020,2020,BMW 8 Series,65377,2,Asia,India,Wholesale
03/02/2020,2020,BMW 6 Series,49309,3,North America,Canada,Dealership
03/02/2020,2020,BMW 5 Series,36886,2,Africa,Kenya,Dealership
03/02/2020,2020,BMW 5 Series,35589,5,South America,Chile,Wholesale
03/02/2020,2020,BMW i4,31573,4,North America,Canada,Dealership
03/02/2020,2020,BMW X4,66479,2,North America,Canada,Wholesale
03/02/2020,2020,BMW M3,88241,1,South America,Peru,Dealership
03/02/2020,2020,BMW iX3,37590,2,Africa,South Africa,Wholesale
04/02/2020,2020,BMW X3,42756,4,Africa,Morocco,Dealership
04/02/2020,2020,BMW 4 Series,114256,5,Africa,Nigeria,Dealership
,,,,,,,
04/02/2020,2020,BMW X6,46565,2,North America,United States,Wholesale
05/02/2020,2020,BMW i8,99152,5,Asia,Japan,Wholesale
05/02/2020,2020,BMW 2 Series,42105,1,Africa,Nigeria,Dealership
,,,,,,,
05/02/2020,2020,BMW X5,34223,4,Africa,Morocco,Wholesale
06/02/2020,2020,BMW M3,91323,3,Asia,India,Dealership
06/02/2020,2020,BMW X7,105927,4,Africa,Egypt,Wholesale
06/02/2020,2020,BMW i8,118421,3,North America,United States,Wholesale
07/02/2020,2020,BMW X7,117108,3,South America,Argentina,Dealership
07/02/2020,2020,BMW 3 Series,39926,4,North America,United States,Wholesale
,,,,,,,
07/02/2020,2020,BMW 8 Series,84840,3,South America,Colombia,Wholesale
08/02/2020,2020,BMW X5,69280,5,Asia,South Korea,Wholesale
08/02/2020,2020,BMW X3,80064,1,Asia,Thailand,Wholesale
08/02/2020,2020,BMW M8,64055,2,Asia,South Korea,Dealership
08/02/2020,2020,BMW X6,50523,3,Africa,Nigeria,Dealership
08/02/2020,2020,BMW X2,102604,3,South America,Colombia,Wholesale
09/02/2020,2020,BMW X1,58386,4,Africa,Egypt,Dealership
09/02/2020,2020,BMW 1 Series,118436,5,Asia,China,Dealership
,,,,,,,
09/02/2020,2020,BMW 2 Series,56250,2,Europe,United Kingdom,Wholesale
,,,,,,,
09/02/2020,2020,BMW 3 Series,35605,3,Europe,France,Wholesale
,,,,,,,
09/02/2020,2020,BMW X1,115991,5,Asia,Thailand,Wholesale
10/02/2020,2020,BMW M3,98858,2,Asia,India,Wholesale
11/02/2020,2020,BMW M8,79683,4,South America,Brazil,Wholesale
12/02/2020,2020,BMW 7 Series,108807,3,Europe,Italy,Dealership
12/02/2020,2020,BMW M4,76072,4,North America,United States,Wholesale
14/02/2020,2020,BMW M5,119096,4,Europe,United Kingdom,Wholesale
14/02/2020,2020,BMW 4 Series,38577,3,Europe,Spain,Wholesale
,,,,,,,
15/02/2020,2020,BMW M8,105630,5,Europe,Germany,Wholesale
15/02/2020,2020,BMW 8 Series,38048,5,Africa,Egypt,Dealership
16/02/2020,2020,BMW M8,112246,4,South America,Brazil,Wholesale
16/02/2020,2020,BMW 3 Series,93872,4,North America,Mexico,Dealership
,,,,,,,
16/02/2020,2020,BMW M3,46211,1,Europe,United Kingdom,Dealership
16/02/2020,2020,BMW 7 Series,32587,2,South America,Chile,Wholesale
16/02/2020,2020,BMW i8,100220,4,Asia,South Korea,Wholesale
16/02/2020,2020,BMW X1,33877,4,North America,United States,Dealership
18/02/2020,2020,BMW X5,51162,2,North America,United States,Dealership
19/02/2020,2020,BMW X7,66636,3,Africa,South Africa,Wholesale
19/02/2020,2020,BMW M5,80157,5,North America,Canada,Dealership
19/02/2020,2020,BMW X7,94990,3,Asia,South Korea,Dealership
20/02/2020,2020,BMW X4,47673,2,South America,Brazil,Wholesale
20/02/2020,2020,BMW Z4,91895,2,North America,Mexico,Wholesale
20/02/2020,2020,BMW Z4,30327,1,South America,Peru,Dealership
22/02/2020,2020,BMW 8 Series,45212,1,North America,Canada,Wholesale
23/02/2020,2020,BMW i8,81318,5,Asia,Thailand,Wholesale
23/02/2020,2020,BMW X3,78484,4,Asia,Thailand,Dealership
23/02/2020,2020,BMW 8 Series,96556,2,Africa,Egypt,Wholesale
24/02/2020,2020,BMW Z4,94823,1,Europe,Germany,Wholesale
24/02/2020,2020,BMW 2 Series,106015,3,Europe,United Kingdom,Wholesale
,,,,,,,
24/02/2020,2020,BMW Z4,82022,1,Africa,South Africa,Dealership
24/02/2020,2020,BMW X2,36575,3,North America,United States,Wholesale
24/02/2020,2020,BMW Z4,36294,1,North America,United States,Wholesale
25/02/2020,2020,BMW 1 Series,33005,3,North America,Mexico,Wholesale
,,,,,,,
25/02/2020,2020,BMW 6 Series,115380,1,Europe,Italy,Wholesale
26/02/2020,2020,BMW M5,80622,1,Asia,Japan,Dealership
27/02/2020,2020,BMW M3,49564,5,North America,Mexico,Wholesale
27/02/2020,2020,BMW i4,106086,4,North America,United States,Wholesale
27/02/2020,2020,BMW M4,67210,2,Europe,France,Dealership
27/02/2020,2020,BMW X5,102649,4,Asia,Thailand,Wholesale
27/02/2020,2020,BMW 2 Series,34655,5,Asia,China,Dealership
,,,,,,,
27/02/2020,2020,BMW iX3,33372,3,Europe,United Kingdom,Dealership
27/02/2020,2020,BMW X2,81179,4,North America,United States,Wholesale
27/02/2020,2020,BMW X3,67976,2,Africa,Egypt,Dealership
28/02/2020,2020,BMW Z4,66241,2,Africa,Egypt,Wholesale
28/02/2020,2020,BMW X2,69840,3,Asia,Thailand,Dealership
28/02/2020,2020,BMW i8,65120,2,North America,United States,Wholesale
01/03/2020,2020,BMW 6 Series,109066,5,South America,Colombia,Wholesale
01/03/2020,2020,BMW X7,71994,4,South America,Peru,Wholesale
01/03/2020,2020,BMW Z4,99890,2,Africa,Nigeria,Wholesale
01/03/2020,2020,BMW X3,58964,4,South America,Colombia,Wholesale
01/03/2020,2020,BMW X6,104089,1,Europe,Germany,Wholesale
01/03/2020,2020,BMW Z4,64426,4,North America,Mexico,Dealership
02/03/2020,2020,BMW X3,63622,3,Africa,Nigeria,Wholesale
02/03/2020,2020,BMW X5,71104,5,South America,Colombia,Wholesale
02/03/2020,2020,BMW M8,48447,2,North America,United States,Wholesale
02/03/2020,2020,BMW 1 Series,81332,5,North America,Mexico,Wholesale
,,,,,,,
03/03/2020,2020,BMW M5,109048,4,South America,Peru,Dealership
03/03/2020,2020,BMW X1,85387,2,North America,Mexico,Wholesale
03/03/2020,2020,BMW M3,55939,5,Asia,Thailand,Dealership
04/03/2020,2020,BMW iX3,51788,3,Asia,Japan,Dealership
05/03/2020,2020,BMW M3,108488,1,Europe,France,Wholesale
06/03/2020,2020,BMW 6 Series,47206,1,Europe,France,Wholesale
06/03/2020,2020,BMW iX,118022,3,Africa,Morocco,Wholesale
07/03/2020,2020,BMW 2 Series,76123,1,North America,United States,Wholesale
,,,,,,,
07/03/2020,2020,BMW M8,56654,3,Europe,United Kingdom,Wholesale
07/03/2020,2020,BMW i3,65391,4,Africa,South Africa,Wholesale
09/03/2020,2020,BMW iX3,103292,3,Africa,Egypt,Wholesale
09/03/2020,2020,BMW 7 Series,119086,1,Asia,China,Dealership
09/03/2020,2020,BMW 8 Series,54486,4,North America,Mexico,Wholesale
09/03/2020,2020,BMW 5 Series,82545,3,Asia,India,Wholesale
10/03/2020,2020,BMW M4,81516,3,South America,Colombia,Dealership
10/03/2020,2020,BMW 2 Series,89424,4,Asia,Japan,Wholesale
,,,,,,,
12/03/2020,2020,BMW 8 Series,34015,2,Asia,China,Dealership
13/03/2020,2020,BMW 6 Series,48059,1,South America,Brazil,Dealership
13/03/2020,2020,BMW X7,65502,2,Africa,Egypt,Dealership
13/03/2020,2020,BMW X4,64758,4,Asia,Japan,Wholesale
14/03/2020,2020,BMW X7,108755,4,Africa,Nigeria,Wholesale
14/03/2020,2020,BMW 8 Series,90217,5,Asia,China,Wholesale
15/03/2020,2020,BMW i8,39212,5,South America,Brazil,Dealership
15/03/2020,2020,BMW 6 Series,66380,4,Africa,Morocco,Dealership
15/03/2020,2020,BMW X1,119439,5,Europe,Italy,Wholesale
16/03/2020,2020,BMW M2,54204,3,North America,Mexico,Wholesale
16/03/2020,2020,BMW M5,45770,2,Europe,United Kingdom,Wholesale
16/03/2020,2020,BMW 2 Series,110221,4,Africa,Kenya,Dealership
,,,,,,,
16/03/2020,2020,BMW 3 Series,86035,3,South America,Colombia,Dealership
,,,,,,,
17/03/2020,2020,BMW M2,106610,1,Europe,Spain,Wholesale
18/03/2020,2020,BMW X4,43543,1,North America,United States,Wholesale
18/03/2020,2020,BMW 1 Series,78754,5,South America,Colombia,Wholesale
,,,,,,,
18/03/2020,2020,BMW M2,72536,5,South America,Colombia,Dealership
19/03/2020,2020,BMW M3,89502,3,North America,Mexico,Dealership
19/03/2020,2020,BMW M4,39415,1,Asia,South Korea,Dealership
19/03/2020,2020,BMW M2,78436,4,North America,Canada,Wholesale
19/03/2020,2020,BMW X1,57563,2,Europe,France,Wholesale
19/03/2020,2020,BMW iX,51663,5,Asia,Thailand,Wholesale
21/03/2020,2020,BMW M3,97933,3,Europe,Italy,Wholesale
21/03/2020,2020,BMW 6 Series,64024,5,Africa,Egypt,Wholesale
21/03/2020,2020,BMW X3,89850,3,Africa,Kenya,Wholesale
21/03/2020,2020,BMW iX,118421,1,North America,Canada,Dealership
21/03/2020,2020,BMW iX3,57011,5,Asia,South Korea,Wholesale
21/03/2020,2020,BMW M4,100486,3,Asia,South Korea,Wholesale
22/03/2020,2020,BMW i3,88956,3,Europe,United Kingdom,Dealership
22/03/2020,2020,BMW M3,67133,5,Europe,Italy,Wholesale
22/03/2020,2020,BMW X2,51310,2,North America,United States,Dealership
22/03/2020,2020,BMW M2,55230,4,North America,Canada,Wholesale
23/03/2020,2020,BMW 4 Series,48043,1,South America,Brazil,Wholesale
,,,,,,,
23/03/2020,2020,BMW 1 Series,81009,5,Africa,Morocco,Dealership
,,,,,,,
24/03/2020,2020,BMW 6 Series,79630,5,Africa,Nigeria,Wholesale
25/03/2020,2020,BMW 2 Series,70615,2,Europe,Spain,Wholesale
,,,,,,,
25/03/2020,2020,BMW i8,43319,1,Europe,Spain,Wholesale
25/03/2020,2020,BMW X7,36393,5,North America,Mexico,Wholesale
25/03/2020,2020,BMW 5 Series,107381,2,Asia,Japan,Wholesale
25/03/2020,2020,BMW i8,66131,4,South America,Argentina,Wholesale
25/03/2020,2020,BMW i3,69384,3,Asia,Japan,Wholesale
26/03/2020,2020,BMW X6,53268,4,Africa,Morocco,Wholesale
26/03/2020,2020,BMW iX,39642,4,North America,Canada,Wholesale
27/03/2020,2020,BMW M2,33658,4,North America,Canada,Dealership
27/03/2020,2020,BMW i3,40796,4,Africa,Kenya,Dealership
28/03/2020,2020,BMW 3 Series,82289,3,Asia,South Korea,Wholesale
,,,,,,,
28/03/2020,2020,BMW X1,53060,1,Europe,Spain,Wholesale
28/03/2020,2020,BMW iX,91800,1,Europe,Italy,Wholesale
28/03/2020,2020,BMW 2 Series,52622,2,Africa,Egypt,Dealership
,,,,,,,
28/03/2020,2020,BMW 6 Series,43589,2,Asia,Thailand,Wholesale
29/03/2020,2020,BMW X4,73255,5,Asia,Thailand,Wholesale
30/03/2020,2020,BMW M3,44833,4,North America,Canada,Dealership
30/03/2020,2020,BMW 5 Series,87541,4,North America,Mexico,Wholesale
30/03/2020,2020,BMW X3,88024,3,North America,United States,Wholesale
30/03/2020,2020,BMW X7,94105,4,South America,Colombia,Wholesale
30/03/2020,2020,BMW X3,51910,3,Africa,Morocco,Dealership
31/03/2020,2020,BMW X7,109066,5,Asia,India,Wholesale
31/03/2020,2020,BMW M2,111664,2,Africa,South Africa,Wholesale
01/04/2020,2020,BMW 5 Series,77324,2,South America,Colombia,Dealership
01/04/2020,2020,BMW X1,77659,5,North America,United States,Wholesale
01/04/2020,2020,BMW 5 Series,38900,5,Europe,Germany,Wholesale
01/04/2020,2020,BMW i3,107042,4,Asia,India,Dealership
02/04/2020,2020,BMW Z4,95681,2,South America,Peru,Wholesale
02/04/2020,2020,BMW M4,54641,1,North America,United States,Wholesale
02/04/2020,2020,BMW M4,93670,5,Asia,Japan,Dealership
03/04/2020,2020,BMW X7,66833,2,Africa,Morocco,Wholesale
03/04/2020,2020,BMW X7,69579,2,South America,Colombia,Dealership
04/04/2020,2020,BMW i4,60311,3,Africa,Morocco,Wholesale
04/04/2020,2020,BMW X4,109486,2,Europe,France,Wholesale
05/04/2020,2020,BMW 4 Series,108730,5,Asia,India,Wholesale
,,,,,,,
06/04/2020,2020,BMW M8,73997,4,South America,Colombia,Dealership
07/04/2020,2020,BMW X2,52612,2,Asia,South Korea,Dealership
07/04/2020,2020,BMW iX3,56564,1,Asia,South Korea,Wholesale
08/04/2020,2020,BMW X2,119767,5,North America,Mexico,Dealership
08/04/2020,2020,BMW X6,44819,4,South America,Chile,Dealership
09/04/2020,2020,BMW 4 Series,47127,4,Asia,Thailand,Wholesale
,,,,,,,
09/04/2020,2020,BMW 1 Series,61308,5,Africa,South Africa,Wholesale
,,,,,,,
09/04/2020,2020,BMW X1,100114,4,Asia,China,Dealership
10/04/2020,2020,BMW 7 Series,73346,1,Europe,United Kingdom,Wholesale
10/04/2020,2020,BMW X7,30247,2,North America,Mexico,Wholesale
10/04/2020,2020,BMW M5,114597,5,North America,Canada,Wholesale
10/04/2020,2020,BMW M4,82483,2,South America,Peru,Wholesale
10/04/2020,2020,BMW 6 Series,75856,2,Europe,France,Wholesale
10/04/2020,2020,BMW X2,74651,4,North America,Canada,Dealership
11/04/2020,2020,BMW 7 Series,58134,5,South America,Brazil,Dealership
12/04/2020,2020,BMW 4 Series,41718,2,North America,United States,Wholesale
,,,,,,,
12/04/2020,2020,BMW Z4,40327,3,South America,Brazil,Wholesale
13/04/2020,2020,BMW i3,101473,1,Asia,Thailand,Dealership
14/04/2020,2020,BMW X7,74550,4,South America,Colombia,Wholesale
14/04/2020,2020,BMW 8 Series,76647,5,North America,United States,Wholesale
15/04/2020,2020,BMW i3,37045,5,Europe,Italy,Wholesale
15/04/2020,2020,BMW 7 Series,98326,4,South America,Chile,Wholesale
16/04/2020,2020,BMW 8 Series,68718,2,Africa,South Africa,Wholesale
17/04/2020,2020,BMW 2 Series,34843,4,Asia,Thailand,Wholesale
,,,,,,,
17/04/2020,2020,BMW i4,83164,5,North America,United States,Dealership
18/04/2020,2020,BMW X4,96937,3,Asia,Japan,Wholesale
18/04/2020,2020,BMW 5 Series,37297,2,Africa,South Africa,Wholesale
19/04/2020,2020,BMW M8,46860,4,Europe,France,Wholesale
19/04/2020,2020,BMW X7,71274,5,Asia,South Korea,Wholesale
19/04/2020,2020,BMW Z4,54318,5,South America,Chile,Wholesale
19/04/2020,2020,BMW X4,59301,5,South America,Argentina,Wholesale
20/04/2020,2020,BMW M5,46791,3,South America,Chile,Wholesale
20/04/2020,2020,BMW iX3,48456,2,North America,United States,Wholesale
20/04/2020,2020,BMW M5,99503,4,Africa,Nigeria,Dealership
20/04/2020,2020,BMW X5,116673,2,Asia,Thailand,Dealership
21/04/2020,2020,BMW X1,52247,5,Europe,Spain,Wholesale
21/04/2020,2020,BMW 5 Series,82384,3,Asia,China,Wholesale
22/04/2020,2020,BMW 1 Series,33423,3,North America,Canada,Dealership
,,,,,,,
22/04/2020,2020,BMW 7 Series,103541,5,North America,Mexico,Wholesale
22/04/2020,2020,BMW iX3,80581,2,South America,Peru,Dealership
23/04/2020,2020,BMW M2,97868,2,Europe,United Kingdom,Wholesale
24/04/2020,2020,BMW M3,82838,3,Europe,Italy,Dealership
24/04/2020,2020,BMW X5,41311,1,South America,Chile,Wholesale
25/04/2020,2020,BMW iX,74293,3,Africa,Egypt,Dealership
26/04/2020,2020,BMW 3 Series,101102,3,North America,Canada,Wholesale
,,,,,,,
26/04/2020,2020,BMW X4,76705,4,Europe,France,Wholesale
26/04/2020,2020,BMW X5,69827,3,North America,Canada,Dealership
27/04/2020,2020,BMW 2 Series,61708,1,North America,Canada,Dealership
,,,,,,,
27/04/2020,2020,BMW 3 Series,33328,3,South America,Colombia,Wholesale
,,,,,,,
27/04/2020,2020,BMW X2,97393,2,Europe,France,Dealership
27/04/2020,2020,BMW M8,46006,4,South America,Argentina,Dealership
27/04/2020,2020,BMW X4,114114,4,Europe,France,Wholesale
28/04/2020,2020,BMW iX3,119749,3,Asia,India,Wholesale
28/04/2020,2020,BMW X1,53434,4,Europe,Italy,Wholesale
28/04/2020,2020,BMW M3,90359,4,South America,Colombia,Wholesale
28/04/2020,2020,BMW iX3,46608,3,North America,Canada,Wholesale
28/04/2020,2020,BMW X6,76233,1,North America,United States,Wholesale
30/04/2020,2020,BMW 6 Series,30715,3,Europe,Germany,Dealership
30/04/2020,2020,BMW 8 Series,46328,2,Asia,South Korea,Wholesale
01/05/2020,2020,BMW M8,94802,5,South America,Chile,Wholesale
02/05/2020,2020,BMW X4,79214,1,Europe,Germany,Dealership
02/05/2020,2020,BMW 5 Series,76978,3,South America,Argentina,Wholesale
02/05/2020,2020,BMW M3,38203,1,South America,Brazil,Wholesale
03/05/2020,2020,BMW i4,78311,5,North America,United States,Wholesale
04/05/2020,2020,BMW M5,89867,4,North America,United States,Wholesale
04/05/2020,2020,BMW 8 Series,98956,4,North America,United States,Wholesale
05/05/2020,2020,BMW X5,58436,5,Asia,China,Wholesale
05/05/2020,2020,BMW 8 Series,45290,4,Europe,Spain,Dealership
05/05/2020,2020,BMW 1 Series,74959,1,Africa,Morocco,Wholesale
,,,,,,,
06/05/2020,2020,BMW Z4,47085,4,South America,Brazil,Wholesale
06/05/2020,2020,BMW X5,83001,5,Africa,Egypt,Wholesale
06/05/2020,2020,BMW 7 Series,109258,5,Europe,Spain,Wholesale
07/05/2020,2020,BMW 4 Series,118052,5,North America,United States,Wholesale
,,,,,,,
07/05/2020,2020,BMW X1,32042,2,South America,Colombia,Wholesale
07/05/2020,2020,BMW Z4,103563,1,Africa,Morocco,Dealership
07/05/2020,2020,BMW 1 Series,34554,5,Asia,China,Wholesale
,,,,,,,
08/05/2020,2020,BMW 3 Series,91305,1,North America,United States,Wholesale
,,,,,,,
08/05/2020,2020,BMW M4,91797,2,South America,Colombia,Dealership
08/05/2020,2020,BMW M8,109870,1,South America,Brazil,Wholesale
09/05/2020,2020,BMW 6 Series,48223,3,Africa,Egypt,Dealership
09/05/2020,2020,BMW M2,75411,2,South America,Chile,Dealership
10/05/2020,2020,BMW 1 Series,78846,2,Africa,Nigeria,Wholesale
,,,,,,,
10/05/2020,2020,BMW X1,103206,4,Africa,Kenya,Dealership
10/05/2020,2020,BMW M2,64261,5,North America,United States,Wholesale
11/05/2020,2020,BMW 2 Series,77672,2,North America,United States,Wholesale
,,,,,,,
12/05/2020,2020,BMW X3,104363,1,South America,Colombia,Wholesale
12/05/2020,2020,BMW M2,86994,3,Europe,Spain,Dealership
12/05/2020,2020,BMW 3 Series,110774,1,Africa,South Africa,Dealership
,,,,,,,
12/05/2020,2020,BMW M3,44628,1,Asia,India,Wholesale
13/05/2020,2020,BMW i3,71787,3,Europe,Italy,Wholesale
13/05/2020,2020,BMW 8 Series,66232,4,Africa,Nigeria,Wholesale
13/05/2020,2020,BMW X6,116700,5,Europe,Spain,Wholesale
14/05/2020,2020,BMW X1,93073,2,Europe,Spain,Dealership
15/05/2020,2020,BMW iX3,90598,5,Africa,Egypt,Wholesale
15/05/2020,2020,BMW M3,43416,4,South America,Chile,Wholesale
16/05/2020,2020,BMW 8 Series,111456,3,North America,Mexico,Wholesale
16/05/2020,2020,BMW i3,43269,5,Asia,Japan,Dealership
17/05/2020,2020,BMW X5,57571,1,Asia,Japan,Dealership
17/05/2020,2020,BMW X3,32018,2,Africa,Egypt,Dealership
17/05/2020,2020,BMW X4,106340,2,Africa,South Africa,Wholesale
18/05/2020,2020,BMW X1,36486,4,Asia,India,Wholesale
18/05/2020,2020,BMW 7 Series,42860,4,Asia,China,Wholesale
18/05/2020,2020,BMW Z4,83408,3,Asia,China,Wholesale
18/05/2020,2020,BMW M3,116677,4,Africa,Egypt,Wholesale
18/05/2020,2020,BMW 5 Series,111951,5,Africa,Nigeria,Wholesale
20/05/2020,2020,BMW M5,85700,2,Asia,China,Wholesale
20/05/2020,2020,BMW X2,88369,3,South America,Colombia,Wholesale
20/05/2020,2020,BMW X4,65916,4,Asia,Japan,Wholesale
20/05/2020,2020,BMW 7 Series,82097,1,North America,United States,Dealership
21/05/2020,2020,BMW i4,77628,2,Asia,China,Dealership
21/05/2020,2020,BMW 6 Series,90434,3,North America,Mexico,Wholesale
22/05/2020,2020,BMW 2 Series,32991,2,North America,Canada,Dealership
,,,,,,,
22/05/2020,2020,BMW M2,106964,5,Asia,Japan,Wholesale
22/05/2020,2020,BMW i3,70431,4,Africa,Morocco,Dealership
22/05/2020,2020,BMW X3,44550,4,Asia,Thailand,Wholesale
22/05/2020,2020,BMW Z4,57284,4,Asia,South Korea,Wholesale
23/05/2020,2020,BMW M2,55236,1,North America,Mexico,Wholesale
23/05/2020,2020,BMW X6,37771,5,Europe,Spain,Wholesale
23/05/2020,2020,BMW iX,100874,1,Asia,Japan,Wholesale
23/05/2020,2020,BMW 1 Series,31690,5,Asia,Thailand,Dealership
,,,,,,,
23/05/2020,2020,BMW 2 Series,113335,5,North America,Canada,Wholesale
,,,,,,,
23/05/2020,2020,BMW X1,45009,5,North America,Mexico,Dealership
24/05/2020,2020,BMW M2,36639,4,South America,Colombia,Dealership
25/05/2020,2020,BMW Z4,59052,4,Europe,Italy,Wholesale
25/05/2020,2020,BMW 6 Series,95199,4,South America,Colombia,Wholesale
25/05/2020,2020,BMW i4,50836,1,South America,Argentina,Wholesale
25/05/2020,2020,BMW 8 Series,80004,3,North America,Canada,Dealership
25/05/2020,2020,BMW i4,37907,5,South America,Brazil,Wholesale
26/05/2020,2020,BMW X3,80226,1,Europe,Italy,Wholesale
26/05/2020,2020,BMW X4,111289,4,Europe,Spain,Wholesale
26/05/2020,2020,BMW X6,114564,4,Asia,China,Wholesale
26/05/2020,2020,BMW 1 Series,118373,3,Europe,Spain,Dealership
,,,,,,,
26/05/2020,2020,BMW M2,117822,4,South America,Colombia,Wholesale
27/05/2020,2020,BMW 1 Series,65583,5,Asia,Japan,Wholesale
,,,,,,,
28/05/2020,2020,BMW 2 Series,42281,2,South America,Brazil,Dealership
,,,,,,,
29/05/2020,2020,BMW M3,50243,4,North America,United States,Dealership
29/05/2020,2020,BMW 3 Series,107902,3,Asia,South Korea,Dealership
,,,,,,,
29/05/2020,2020,BMW M3,51990,2,Europe,Italy,Dealership
29/05/2020,2020,BMW 4 Series,33567,5,Europe,Italy,Wholesale
,,,,,,,
30/05/2020,2020,BMW Z4,113725,5,Africa,Kenya,Wholesale
30/05/2020,2020,BMW X6,51803,5,North America,Canada,Wholesale
30/05/2020,2020,BMW X4,100960,3,Asia,Japan,Wholesale
30/05/2020,2020,BMW X6,84979,2,North America,Mexico,Wholesale
30/05/2020,2020,BMW X2,119838,5,Europe,Italy,Dealership
30/05/2020,2020,BMW 8 Series,109598,4,North America,Mexico,Dealership
31/05/2020,2020,BMW X6,99830,2,Africa,Egypt,Dealership
01/06/2020,2020,BMW 3 Series,88967,5,North America,Canada,Dealership
,,,,,,,
01/06/2020,2020,BMW X7,43176,2,Africa,Kenya,Wholesale
01/06/2020,2020,BMW X7,31915,4,South America,Argentina,Wholesale
01/06/2020,2020,BMW X3,78500,1,Europe,Italy,Dealership
01/06/2020,2020,BMW M5,109271,5,Africa,Morocco,Wholesale
